web-scraper-order,web-scraper-start-url,vetements_hommes,vetements_hommes-href,type_clothes,price,address,image_link-src
"1732746138-113","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2114959","Pantalon kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746144-114","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2114960","Pantalon kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746151-115","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2114964","Pantalon kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746157-116","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2114965","Pantalon kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746164-117","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2115984","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746170-118","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2115987","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746177-119","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2115991","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746184-120","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2116004","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746190-121","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2116006","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746197-122","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2116012","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746203-123","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2116017","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746210-124","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2116020","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746216-125","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2116892","Ensemble homme","13 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1732746223-126","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Sandales homme","https://sn.coinafrique.com/annonce/vetements-homme/sandales-homme-2117453","Sandales homme","10 000 CFA","Dakar-Plateau, Dakar, Sénégal",""
"1732746229-127","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-2117461","Chemise homme","12 000 CFA","Dakar-Plateau, Dakar, Sénégal",""
"1732746236-128","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Jeans Turquie","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jeans-turquie-2117521","Pantalon Jeans Turquie","12 000 CFA","Dakar, Sénégal",""
"1732746242-129","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Jeans","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jeans-2117524","Pantalon Jeans","12 000 CFA","Dakar, Sénégal",""
"1732746249-130","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Jeans Turquie","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jeans-turquie-2117529","Pantalon Jeans Turquie","12 000 CFA","Dakar, Sénégal",""
"1732746255-131","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2117751","Pantalon Kaki","7 500 CFA","Grand Yoff, Dakar, Sénégal",""
"1732746262-132","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2117896","Ensemble homme","13 500 CFA","Grand Yoff, Dakar, Sénégal",""
"1732746268-133","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2117900","Ensemble homme","13 500 CFA","Grand Yoff, Dakar, Sénégal",""
"1732746275-134","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2117920","Polo Lacoste","60 000 CFA","Dakar, Sénégal",""
"1732746281-135","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Dialaba capuche et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/dialaba-capuche-et-pantalon-2118657","Dialaba capuche et pantalon","15 000 CFA","Guediawaye, Dakar, Sénégal",""
"1732746288-136","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Costumes africains","https://sn.coinafrique.com/annonce/vetements-homme/costumes-africains-2118779","Costumes africains","25 000 CFA","Fann, Dakar, Sénégal",""
"1732746295-137","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2119056","Polo Lacoste","4 000 CFA","Guediawaye, Dakar, Sénégal",""
"1732746301-138","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Blouson homme","https://sn.coinafrique.com/annonce/vetements-homme/blouson-homme-2119137","Blouson homme","25 000 CFA","Dakar, Sénégal",""
"1732746308-139","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2120336","Ensemble homme","15 000 CFA","Dakar, Sénégal",""
"1732746314-140","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble polo et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-et-pantalon-2120340","Ensemble polo et pantalon","15 000 CFA","Dakar, Sénégal",""
"1732746321-141","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Tenue africaine","https://sn.coinafrique.com/annonce/vetements-homme/tenue-africaine-2120440","Tenue africaine","22 000 CFA","Dakar, Sénégal",""
"1732746328-142","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Tuniques homme 3 pièces","https://sn.coinafrique.com/annonce/vetements-homme/tuniques-homme-3-pieces-2120451","Tuniques homme 3 pièces","45 000 CFA","Dakar, Sénégal",""
"1732746334-143","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Tenue africaine","https://sn.coinafrique.com/annonce/vetements-homme/tenue-africaine-2120454","Tenue africaine","25 000 CFA","Dakar, Sénégal",""
"1732746341-144","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Tenue africaine","https://sn.coinafrique.com/annonce/vetements-homme/tenue-africaine-2120460","Tenue africaine","20 000 CFA","Dakar, Sénégal",""
"1732746347-145","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalons Garçon","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-garcon-2120837","Pantalons Garçon","4 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746354-146","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble Homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2120855","Ensemble Homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746360-147","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble habits","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-habits-2120856","Ensemble habits","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746367-148","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensembles Garçon","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-garcon-2120861","Ensembles Garçon","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746373-149","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Shirt","https://sn.coinafrique.com/annonce/vetements-homme/shirt-2120875","Shirt","3 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746380-150","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirts homme","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-homme-2120877","T-shirts homme","3 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746387-151","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirt","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2120880","T-shirt","3 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746393-152","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2120881","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746400-153","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalons Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-kaki-2120887","Pantalons Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746406-154","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2120892","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746413-155","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2120895","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746420-156","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2120898","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746426-157","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2120899","Pantalon kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746433-158","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2120900","Ensemble","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746439-159","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble Homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2120902","Ensemble Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746446-160","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2120906","Ensemble","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746452-161","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2120908","Ensemble homme","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746459-162","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2120909","Ensemble homme","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746466-163","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Habits","https://sn.coinafrique.com/annonce/vetements-homme/habits-2121287","Habits","Prix sur demande","Dakar-Plateau, Dakar, Sénégal",""
"1732746472-164","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble vêtements","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2121661","Ensemble vêtements","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746479-165","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensembles homme","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-homme-2121666","Ensembles homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746485-166","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble Vêtements Homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2121676","Ensemble Vêtements Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746492-167","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble vêtements","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2121679","Ensemble vêtements","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746498-168","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensembles","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-2121684","Ensembles","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746512-169","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalons Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-kaki-2121695","Pantalons Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746519-170","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalons Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-kaki-2121697","Pantalons Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746525-171","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2121701","Pantalon kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746532-172","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirt","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2121759","T-shirt","3 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746538-173","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-Shirt","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2121764","T-Shirt","3 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746545-174","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirt","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2121766","T-shirt","3 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746551-175","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Tee-shirts","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirts-2121770","Tee-shirts","3 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746558-176","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Vêtements","https://sn.coinafrique.com/annonce/vetements-homme/vetements-2121784","Vêtements","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732746564-177","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble vêtements","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2121833","Ensemble vêtements","12 500 CFA","Dakar, Sénégal",""
"1732746571-178","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Jeans Turquie","https://sn.coinafrique.com/annonce/vetements-homme/jeans-turquie-2122239","Jeans Turquie","12 000 CFA","Dakar, Sénégal",""
"1732746577-179","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Jeans Turquie","https://sn.coinafrique.com/annonce/vetements-homme/jeans-turquie-2122245","Jeans Turquie","12 000 CFA","Dakar, Sénégal",""
"1732746584-180","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Vêtements homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2122247","Vêtements homme","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732746590-181","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Jeans Turque","https://sn.coinafrique.com/annonce/vetements-homme/jeans-turque-2122249","Jeans Turque","12 000 CFA","Dakar, Sénégal",""
"1732746597-182","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirt Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-lacoste-2122302","T-shirt Lacoste","10 000 CFA","Dakar, Sénégal",""
