web-scraper-order,web-scraper-start-url,chaussures_enfants,chaussures_enfants-href,type_shoes,price,address,image_link-src
"1732738719-86","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905455","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732738725-87","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905461","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732738731-88","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants Zara","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-zara-905654","Chaussures enfants Zara","7 000 CFA","Sénégal","https://images.coinafrique.com/thumb_905654_uploaded_image1_1567532748.81.png"
"1732738738-89","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-919324","Chaussures enfant","10 000 CFA","Sénégal","https://images.coinafrique.com/thumb_919324_uploaded_image1_1567854655.1.png"
"1732738744-90","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Baskets Lacoste - enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-lacoste-enfant-919329","Baskets Lacoste - enfant","15 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_919329_uploaded_image1_1567854794.2.png"
"1732738751-91","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures et sacs - enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-et-sacs-enfants-947507","Chaussures et sacs - enfants","15 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_947507_uploaded_image1_1568567749.69.png"
"1732738757-92","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-961311","Chaussures enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732738764-93","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures de qualité","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-de-qualite-963710","Chaussures de qualité","20 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4680911_uploaded_image1_1712514020.jpg"
"1732738770-94","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-971814","Chaussures enfant","7 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732738776-95","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures originales","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-originales-971817","Chaussures originales","7 000 CFA","Patte d'Oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732738783-96","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures petit  garçon","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petit-garcon-989555","Chaussures petit  garçon","2 500 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989555_uploaded_image1_1569454732.88.png"
"1732738789-97","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-989571","Chaussures petite fille","3 000 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989571_uploaded_image1_1569455169.87.png"
"1732738796-98","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-989597","Chaussures filles","3 000 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989597_uploaded_image1_1569455797.26.png"
"1732738802-99","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-989602","Chaussures garçons","3 000 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989602_uploaded_image1_1569455878.5.png"
"1732738809-100","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-991150","Chaussures","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732738815-101","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-997786","Chaussures pour enfant","4 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1732738822-102","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-997837","Chaussures pour enfant","3 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1732738828-103","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Mocassins enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-1025460","Mocassins enfant","4 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg"
"1732738835-104","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1048681","Chaussures enfant","12 500 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3128593_uploaded_image1_1621701550.jpg"
"1732738842-105","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Mocassins Enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-1056625","Mocassins Enfant","5 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg"
"1732738848-106","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures - enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1061846","Chaussures - enfant","8 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1732738855-107","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1088264","Chaussures Enfants","5 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
"1732738861-108","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1107988","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732738868-109","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1131220","Chaussures enfant","3 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732738874-110","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1183496","Chaussures enfant","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732738881-111","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1215779","Chaussures enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg"
"1732738887-112","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-1243853","Claquettes enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg"
"1732738894-113","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1257492","Chaussures enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
"1732738900-114","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-1261223","Chaussures bébé","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5037805_uploaded_image1_1731321094.jpg"
"1732738907-115","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1270845","Chaussures enfant","3 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1270845_uploaded_image1_1575041164.15.png"
"1732738913-116","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures classe","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-classe-1271193","Chaussures classe","7 500 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4402279_uploaded_image1_1696422852.jpg"
"1732738920-117","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-1273021","Chaussures","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5037805_uploaded_image1_1731321094.jpg"
"1732738926-118","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Claquettes pour fille","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-pour-fille-1352820","Claquettes pour fille","9 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1352820_uploaded_image1_1576580373.29.png"
"1732738940-119","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Coffrets pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/coffrets-pour-enfants-1357961","Coffrets pour enfants","6 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1357961_uploaded_image1_1576667812.04.png"
"1732738946-120","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures pour fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-fille-1369049","Chaussures pour fille","12 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3247099_uploaded_image1_1627387079.jpg"
"1732738953-121","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures anti-dérapantes","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-anti-derapantes-1381082","Chaussures anti-dérapantes","4 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1381082_uploaded_image1_1577115739.61.png"
"1732738959-122","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1388690","Chaussures enfant","7 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
"1732738966-123","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1409266","Chaussures enfant","10 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1409266_uploaded_image1_1577711646.42.png"
"1732738973-124","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1413364","Chaussures enfants","Prix sur demande","Sicap-Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3777593_uploaded_image1_1657274825.jpg"
"1732738979-125","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Sandales pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-pour-enfants-1565794","Sandales pour enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1565794_uploaded_image1_1580386215.45.png"
"1732738985-126","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Baskets Jordan","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-1566225","Baskets Jordan","40 000 CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566247_uploaded_image1_1580391008.81.png"
"1732738992-127","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Baskets Jordan 6","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-6-1566247","Baskets Jordan 6","40 000 CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566247_uploaded_image1_1580391008.81.png"
"1732738999-128","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1581540","Chaussures enfant","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1732739005-129","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581543","Chaussures enfants","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1732739012-130","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-1581547","Chaussures pour enfant","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1732739018-131","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581551","Chaussures enfants","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1732739024-132","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581553","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1732739031-133","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1607931","Chaussures enfants","8 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
"1732739037-134","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612532","Chaussures enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1732739044-135","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612534","Chaussures  enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1732739050-136","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612540","Chaussures enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1732739057-137","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612546","Chaussures  enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1732739064-138","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Claquettes filles","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-filles-1679922","Claquettes filles","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1679922_uploaded_image1_1582210105.85.png"
"1732739070-139","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1711436","Chaussures enfants","10 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
